sequence,gene,gene_family,kmer_family,family_card,picture_family,rel_phenotype
blaCTX-M-15_1_AY044436,blaCTX-M-15,blaCTX-M-55_1_DQ810789:blaCTX-M-139_1_KC107824:blaCTX-M-15_1_AY044436:blaCTX-M-183_1_KX263246:blaCTX-M-189_1_FJ657512:blaCTX-M-1_1_DQ915955:blaCTX-M-3_1_Y10278,blaCTX-M-55_1_DQ810789:blaCTX-M-139_1_KC107824:blaCTX-M-15_1_AY044436:blaCTX-M-183_1_KX263246:blaCTX-M-189_1_FJ657512:blaCTX-M-1_1_DQ915955:blaCTX-M-3_1_Y10278,blaCTX-M-1 like,blaCTX-M,blm
blaCTX-M-16_1_AY029068,blaCTX-M-16,blaCTX-M-9_1_AF174129:blaCTX-M-125_1_JQ724542:blaCTX-M-14_1_AF252622:blaCTX-M-14b_1_DQ359215:blaCTX-M-16_1_AY029068:blaCTX-M-27_1_AY156923,blaCTX-M-9_1_AF174129:blaCTX-M-125_1_JQ724542:blaCTX-M-14_1_AF252622:blaCTX-M-14b_1_DQ359215:blaCTX-M-16_1_AY029068:blaCTX-M-27_1_AY156923,blaCTX-M-9 like,blaCTX-M,blm
blaCTX-M-183_1_KX263246,blaCTX-M-183,blaCTX-M-55_1_DQ810789:blaCTX-M-139_1_KC107824:blaCTX-M-15_1_AY044436:blaCTX-M-183_1_KX263246:blaCTX-M-189_1_FJ657512:blaCTX-M-1_1_DQ915955:blaCTX-M-3_1_Y10278,blaCTX-M-55_1_DQ810789:blaCTX-M-139_1_KC107824:blaCTX-M-15_1_AY044436:blaCTX-M-183_1_KX263246:blaCTX-M-189_1_FJ657512:blaCTX-M-1_1_DQ915955:blaCTX-M-3_1_Y10278,blaCTX-M-1 like,blaCTX-M,blm
blaCTX-M-189_1_FJ657512,blaCTX-M-189,blaCTX-M-55_1_DQ810789:blaCTX-M-139_1_KC107824:blaCTX-M-15_1_AY044436:blaCTX-M-183_1_KX263246:blaCTX-M-189_1_FJ657512:blaCTX-M-1_1_DQ915955:blaCTX-M-3_1_Y10278,blaCTX-M-55_1_DQ810789:blaCTX-M-139_1_KC107824:blaCTX-M-15_1_AY044436:blaCTX-M-183_1_KX263246:blaCTX-M-189_1_FJ657512:blaCTX-M-1_1_DQ915955:blaCTX-M-3_1_Y10278,blaCTX-M-1 like,blaCTX-M,blm
blaCTX-M-1_1_DQ915955,blaCTX-M-1,blaCTX-M-55_1_DQ810789:blaCTX-M-139_1_KC107824:blaCTX-M-15_1_AY044436:blaCTX-M-183_1_KX263246:blaCTX-M-189_1_FJ657512:blaCTX-M-1_1_DQ915955:blaCTX-M-3_1_Y10278,blaCTX-M-55_1_DQ810789:blaCTX-M-139_1_KC107824:blaCTX-M-15_1_AY044436:blaCTX-M-183_1_KX263246:blaCTX-M-189_1_FJ657512:blaCTX-M-1_1_DQ915955:blaCTX-M-3_1_Y10278,blaCTX-M-1 like,blaCTX-M,blm
blaCTX-M-27_1_AY156923,blaCTX-M-27,blaCTX-M-9_1_AF174129:blaCTX-M-125_1_JQ724542:blaCTX-M-14_1_AF252622:blaCTX-M-14b_1_DQ359215:blaCTX-M-16_1_AY029068:blaCTX-M-27_1_AY156923,blaCTX-M-9_1_AF174129:blaCTX-M-125_1_JQ724542:blaCTX-M-14_1_AF252622:blaCTX-M-14b_1_DQ359215:blaCTX-M-16_1_AY029068:blaCTX-M-27_1_AY156923,blaCTX-M-9 like,blaCTX-M,blm
blaCTX-M-3_1_Y10278,blaCTX-M-3,blaCTX-M-55_1_DQ810789:blaCTX-M-139_1_KC107824:blaCTX-M-15_1_AY044436:blaCTX-M-183_1_KX263246:blaCTX-M-189_1_FJ657512:blaCTX-M-1_1_DQ915955:blaCTX-M-3_1_Y10278,blaCTX-M-55_1_DQ810789:blaCTX-M-139_1_KC107824:blaCTX-M-15_1_AY044436:blaCTX-M-183_1_KX263246:blaCTX-M-189_1_FJ657512:blaCTX-M-1_1_DQ915955:blaCTX-M-3_1_Y10278,blaCTX-M-1 like,blaCTX-M,blm
blaCTX-M-55_1_DQ810789,blaCTX-M-55,blaCTX-M-55_1_DQ810789:blaCTX-M-139_1_KC107824:blaCTX-M-15_1_AY044436:blaCTX-M-183_1_KX263246:blaCTX-M-189_1_FJ657512:blaCTX-M-1_1_DQ915955:blaCTX-M-3_1_Y10278,blaCTX-M-55_1_DQ810789:blaCTX-M-139_1_KC107824:blaCTX-M-15_1_AY044436:blaCTX-M-183_1_KX263246:blaCTX-M-189_1_FJ657512:blaCTX-M-1_1_DQ915955:blaCTX-M-3_1_Y10278,blaCTX-M-1 like,blaCTX-M,blm
blaCTX-M-9_1_AF174129,blaCTX-M-9,blaCTX-M-9_1_AF174129:blaCTX-M-125_1_JQ724542:blaCTX-M-14_1_AF252622:blaCTX-M-14b_1_DQ359215:blaCTX-M-16_1_AY029068:blaCTX-M-27_1_AY156923,blaCTX-M-9_1_AF174129:blaCTX-M-125_1_JQ724542:blaCTX-M-14_1_AF252622:blaCTX-M-14b_1_DQ359215:blaCTX-M-16_1_AY029068:blaCTX-M-27_1_AY156923,blaCTX-M-9 like,blaCTX-M,blm
blaDHA-12_1_HG798963,blaDHA-12,blaDHA-12_1_HG798963:blaDHA-1_1_Y16410,blaACT-15_1_JX440356:blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404:blaDHA-12_1_HG798963:blaDHA-1_1_Y16410,blaDHA,blaDHA,blm
blaDHA-1_1_Y16410,blaDHA-1,blaDHA-12_1_HG798963:blaDHA-1_1_Y16410,blaACT-15_1_JX440356:blaCMY-105_1_KJ207205:blaCMY-114_1_KM087846:blaCMY-138_1_KT997883:blaCMY-14_1_AJ555825:blaCMY-15_1_AJ555823:blaCMY-16_1_AJ781421:blaCMY-2_1_X91840:blaCMY-37_1_AB280919:blaCMY-42_1_HM146927:blaCMY-44_1_FJ437066:blaCMY-4_1_LNHZ01000079:blaCMY-51_1_JQ733571:blaCMY-68_1_JN714480:blaCMY-6_1_AJ011293:blaCMY-70_1_JX440350:blaCMY-78_1_JQ733575:blaCMY-81_1_JQ733578:blaCMY-90_1_HE819404:blaDHA-12_1_HG798963:blaDHA-1_1_Y16410,blaDHA,blaDHA,blm
blaIMP-28_1_JQ407409,blaIMP-28,blaIMP-28_1_JQ407409:blaIMP-70_1_MG748725,blaIMP-28_1_JQ407409:blaIMP-70_1_MG748725,blaIMP,blaIMP,blm
blaIMP-70_1_MG748725,blaIMP-70,blaIMP-28_1_JQ407409:blaIMP-70_1_MG748725,blaIMP-28_1_JQ407409:blaIMP-70_1_MG748725,blaIMP,blaIMP,blm
blaKPC-2_1_AY034847,blaKPC-2,blaKPC-2_1_AY034847,blaKPC-2_1_AY034847,blaKPC,blaKPC,blm
blaLEN12_1_AJ635406,blaLEN12,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:oqxB_1_EU370913:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaSHV,blaSHV,blm
blaLEN13_1_AJ635403,blaLEN13,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:oqxB_1_EU370913:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaSHV,blaSHV,blm
blaLEN17_1_EF205593,blaLEN17,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:oqxB_1_EU370913:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaSHV,blaSHV,blm
blaLEN5_1_AY633109,blaLEN5,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:oqxB_1_EU370913:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaSHV,blaSHV,blm
blaNDM-1_1_FN396876,blaNDM-1,blaNDM-1_1_FN396876:blaNDM-5_1_JN104597:blaNDM-7_1_JX262694,blaNDM-1_1_FN396876:aph(3')-VI_1_KC170992:blaNDM-5_1_JN104597:blaNDM-7_1_JX262694,blaNDM,blaNDM,blm
blaNDM-5_1_JN104597,blaNDM-5,blaNDM-1_1_FN396876:blaNDM-5_1_JN104597:blaNDM-7_1_JX262694,blaNDM-1_1_FN396876:aph(3')-VI_1_KC170992:blaNDM-5_1_JN104597:blaNDM-7_1_JX262694,blaNDM,blaNDM,blm
blaNDM-7_1_JX262694,blaNDM-7,blaNDM-1_1_FN396876:blaNDM-5_1_JN104597:blaNDM-7_1_JX262694,blaNDM-1_1_FN396876:aph(3')-VI_1_KC170992:blaNDM-5_1_JN104597:blaNDM-7_1_JX262694,blaNDM,blaNDM,blm
blaOXA-181_1_CM004561,blaOXA-181,blaOXA-204_1_KP027885:blaOXA-244_1_KP659189:blaOXA-48_1_AY236073:blaOXA-181_1_CM004561,blaOXA-204_1_KP027885:blaOXA-244_1_KP659189:blaOXA-48_1_AY236073:blaOXA-181_1_CM004561,blaOXA,blaOXA,blm
blaOXA-1_1_HQ170510,blaOXA-1,blaOXA-1_1_HQ170510,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaOXA,blaOXA,blm
blaOXA-204_1_KP027885,blaOXA-204,blaOXA-204_1_KP027885:blaOXA-244_1_KP659189:blaOXA-48_1_AY236073:blaOXA-181_1_CM004561,blaOXA-204_1_KP027885:blaOXA-244_1_KP659189:blaOXA-48_1_AY236073:blaOXA-181_1_CM004561,blaOXA,blaOXA,blm
blaOXA-244_1_KP659189,blaOXA-244,blaOXA-204_1_KP027885:blaOXA-244_1_KP659189:blaOXA-48_1_AY236073:blaOXA-181_1_CM004561,blaOXA-204_1_KP027885:blaOXA-244_1_KP659189:blaOXA-48_1_AY236073:blaOXA-181_1_CM004561,blaOXA,blaOXA,blm
blaOXA-2_1_DQ112222,blaOXA-2,blaOXA-2_1_DQ112222,blaOXA-2_1_DQ112222,blaOXA,blaOXA,blm
blaOXA-48_1_AY236073,blaOXA-48,blaOXA-204_1_KP027885:blaOXA-244_1_KP659189:blaOXA-48_1_AY236073:blaOXA-181_1_CM004561,blaOXA-204_1_KP027885:blaOXA-244_1_KP659189:blaOXA-48_1_AY236073:blaOXA-181_1_CM004561,blaOXA,blaOXA,blm
blaOXA-9_1_KQ089875,blaOXA-9,blaOXA-9_1_KQ089875,blaOXA-9_1_KQ089875,blaOXA,blaOXA,blm
blaSHV-100_1_AM941846,blaSHV-100,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:oqxB_1_EU370913:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaSHV,blaSHV,blm
blaSHV-102_1_EU024485,blaSHV-102,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:oqxB_1_EU370913:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaSHV,blaSHV,blm
blaSHV-12_1_KF976405,blaSHV-12,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:oqxB_1_EU370913:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaSHV,blaSHV,blm
blaSHV-153_1_JX121120,blaSHV-153,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:oqxB_1_EU370913:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaSHV,blaSHV,blm
blaSHV-154_1_JX121121,blaSHV-154,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:oqxB_1_EU370913:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaSHV,blaSHV,blm
blaSHV-165_1_JX121131,blaSHV-165,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:oqxB_1_EU370913:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaSHV,blaSHV,blm
blaSHV-1_1_AF148850,blaSHV-1,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:oqxB_1_EU370913:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaSHV,blaSHV,blm
blaSHV-48_1_AY263404,blaSHV-48,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaLEN12_1_AJ635406:blaLEN13_1_AJ635403:blaLEN17_1_EF205593:blaLEN5_1_AY633109:oqxB_1_EU370913:blaSHV-100_1_AM941846:blaSHV-102_1_EU024485:blaSHV-12_1_KF976405:blaSHV-153_1_JX121120:blaSHV-154_1_JX121121:blaSHV-165_1_JX121131:blaSHV-1_1_AF148850:blaSHV-48_1_AY263404,blaSHV,blaSHV,blm
blaTEM-106_1_AY101578,blaTEM-106,blaTEM-143_1_DQ075245:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:blaTEM-207_1_KC818234:blaTEM-208_1_KC865667:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM,blaTEM,blm
blaTEM-126_1_AY628199,blaTEM-126,blaTEM-143_1_DQ075245:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:blaTEM-207_1_KC818234:blaTEM-208_1_KC865667:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM,blaTEM,blm
