sequence,correct,origname
flex_1865,resfindernewid_67,ant(2'')-Ia_19_GQ466184
flex_1866,resfindernewid_66,ant(2'')-Ia_17_JTTZ01000034
flex_1867,resfindernewid_61,ant(2'')-Ia_12_HQ880250
flex_1868,resfindernewid_60,ant(2'')-Ia_11_HM367620
flex_1869,resfindernewid_63,ant(2'')-Ia_14_DQ266447
flex_1870,resfindernewid_62,ant(2'')-Ia_13_DQ176450
flex_1871,resfindernewid_69,ant(2'')-Ia_1_X04555
flex_1872,resfindernewid_68,ant(2'')-Ia_20_AY139599
flex_1873,resfindernewid_101,aac(2')-Ie_1_NC011896
flex_1874,resfindernewid_100,aac(2')-Id_1_U72743
flex_1875,resfindernewid_103,aac(3)-Ia_1_X15852
flex_1876,resfindernewid_102,aac(3)-I_1_AJ877225
flex_1877,resfindernewid_105,aac(3)-Ib-aac(6')-Ib'_1_AF355189
flex_1878,resfindernewid_104,aac(3)-Ib_1_L06157
flex_1879,resfindernewid_107,aac(3)-Id_1_AB114632
flex_1880,resfindernewid_106,aac(3)-Ic_1_AJ511268
flex_1881,resfindernewid_109,aac(3)-Ig_1_CP000282
flex_1882,resfindernewid_108,aac(3)-If_1_AY884051
flex_1883,resfindernewid_2847,tet(32)_2_EF626943
flex_1884,resfindernewid_2313,fosB2_1_AE016879
flex_1885,resfindernewid_2312,fosB3_1_HQ219726
flex_1886,resfindernewid_2311,fos_1_ACCV01000052
flex_1887,resfindernewid_2310,fosX_1_AP010904
flex_1888,resfindernewid_2317,fosA4_1_AB908992
flex_1889,resfindernewid_2316,fosA5_1_EU195449
flex_1890,resfindernewid_2315,fosB_2_X89875
flex_1891,resfindernewid_2314,fosB_1_X54227
flex_1892,resfindernewid_2319,fosA2_1_EU487198
flex_1893,resfindernewid_2318,fosA3_1_AB522970
flex_1894,resfindernewid_2467,msr(C)_2_AF313494
flex_1895,resfindernewid_1507,cfiA6_1_AB087231
flex_1896,resfindernewid_1506,cfiA4_1_AB087229
flex_1897,resfindernewid_1505,cfiA3_1_AB087228
flex_1898,resfindernewid_1504,cfiA2_1_AB087226
flex_1899,resfindernewid_1503,cfiA1_1_AB087225
flex_1900,resfindernewid_1502,blaZ_11_AJ400722
flex_1901,resfindernewid_1501,blaZ_12_M15195
flex_1902,resfindernewid_1500,blaZ_10_FR823292
flex_1903,resfindernewid_2461,mef(A)_3_AF227520
flex_1904,resfindernewid_1509,cfiA9_1_AB087234
flex_1905,resfindernewid_1508,cfiA8_1_AB087233
flex_1906,resfindernewid_2463,mef(B)_1_FJ196385
flex_1907,resfindernewid_2462,mef(A)_4_HG423652
flex_1908,resfindernewid_2083,blaCMY-101_1_KF526114
flex_1909,resfindernewid_2082,blaCMY-102_1_KF526115
flex_1910,resfindernewid_2081,blaCMY-103_1_KF526116
flex_1911,resfindernewid_2080,blaCMY-105_1_KJ207205
flex_1912,resfindernewid_2087,blaCMY-93_1_KF992025
flex_1913,resfindernewid_2086,blaCMY-96_1_KC007362
flex_1914,resfindernewid_2085,blaCMY-97_1_KC007363
flex_1915,resfindernewid_2084,blaCMY-100_1_KF526113
flex_1916,resfindernewid_2089,blaCMY-89_1_HE819403
flex_1917,resfindernewid_2088,blaCMY-90_1_HE819404
flex_1918,resfindernewid_2453,erm(35)_1_AF319779
flex_1919,resfindernewid_1219,blaSHV-96_1_EF373971
flex_1920,resfindernewid_1218,blaSHV-95_1_EF373972
flex_1921,resfindernewid_1213,blaSHV-86_1_DQ328802
flex_1922,resfindernewid_1212,blaSHV-85_1_DQ322460
flex_1923,resfindernewid_1211,blaSHV-82_1_AM176557
flex_1924,resfindernewid_1210,blaSHV-81_1_AM176556
flex_1925,resfindernewid_1217,blaSHV-94_1_EF373970
flex_1926,resfindernewid_1216,blaSHV-93_1_EF373969
flex_1927,resfindernewid_1215,blaSHV-92_1_DQ836922
flex_1928,resfindernewid_1214,blaSHV-89_1_DQ193536
flex_1929,resfindernewid_2454,erm(36)_1_AF462611
flex_1930,resfindernewid_1697,blaOXA-549_1_KY682751
flex_1931,resfindernewid_1696,blaOXA-548_1_KY682750
flex_1932,resfindernewid_1695,blaOXA-547_1_KY684124
flex_1933,resfindernewid_1694,blaOXA-546_1_KY682756
flex_1934,resfindernewid_1693,blaOXA-545_1_KY674541
flex_1935,resfindernewid_1692,mecC_4_HG515014
flex_1936,resfindernewid_1691,mecC_3_KR732654
flex_1937,resfindernewid_1690,mecD_1_KY013611
flex_1938,resfindernewid_1699,blaOXA-551_1_KY682753
flex_1939,resfindernewid_1698,blaOXA-550_1_KY682752
flex_1940,resfindernewid_2152,blaTEM-214_1_KP050491
flex_1941,resfindernewid_2618,cat_5_U35036
flex_1942,resfindernewid_1283,blaTEM-12_1_M88143
flex_1943,resfindernewid_1329,blaTEM-92_1_AF143804
flex_1944,resfindernewid_1328,blaTEM-91_1_AB049569
flex_1945,resfindernewid_1327,blaTEM-90_1_AF351241
flex_1946,resfindernewid_1326,blaTEM-88_1_AY027590
flex_1947,resfindernewid_1325,blaTEM-87_1_AF250872
flex_1948,resfindernewid_1324,blaTEM-86_1_AJ277415
flex_1949,resfindernewid_1323,blaTEM-85_1_AJ277414
flex_1950,resfindernewid_1322,blaTEM-84_1_AF427130
flex_1951,resfindernewid_1321,blaTEM-83_1_AF427129
flex_1952,resfindernewid_1320,blaTEM-82_1_AF427128
flex_1953,resfindernewid_1289,blaTEM-22_1_Y17583
flex_1954,resfindernewid_2050,blaCMY-141_1_KX537750
flex_1955,resfindernewid_1033,blaOXA-203_1_HQ998857
flex_1956,resfindernewid_1032,blaOXA-202_1_HQ734813
flex_1957,resfindernewid_1031,blaOXA-201_1_HQ734812
flex_1958,resfindernewid_1030,blaOXA-200_1_HQ734811
flex_1959,resfindernewid_1037,blaOXA-207_1_LLFS01000355
flex_1960,resfindernewid_1036,blaOXA-206_1_AB634250
flex_1961,resfindernewid_1035,blaOXA-205_1_JF800667
flex_1962,resfindernewid_1034,blaOXA-204_1_KP027885
flex_1963,resfindernewid_1039,blaOXA-209_1_JF268688
flex_1964,resfindernewid_1038,blaOXA-208_1_KF305665
flex_1965,resfindernewid_3027,dfrA1_13_DQ018382
flex_1966,resfindernewid_2653,qnrA5_1_DQ058663
flex_1967,resfindernewid_2560,tva(A)_1_ENA_SOX29786
flex_1968,resfindernewid_2898,tet(O)_1_M18896
flex_1969,resfindernewid_2899,tet(O)_2_M20925
flex_1970,resfindernewid_2561,mph(N)_1_KF648874
flex_1971,resfindernewid_2890,tet(C)_3_AF055345
flex_1972,resfindernewid_2891,tet(B)_1_AP000342
flex_1973,resfindernewid_2892,tet(B)_2_AF326777
flex_1974,resfindernewid_2893,tet(B)_3_AJ277653
flex_1975,resfindernewid_2894,tet(H)_1_Y16103
flex_1976,resfindernewid_2895,tet(H)_2_AJ245947
flex_1977,resfindernewid_2896,tet(H)_3_Y15510
flex_1978,resfindernewid_2897,tet(H)_4_U00792
flex_1979,resfindernewid_448,blaSST-1_1_AB008455
flex_1980,resfindernewid_449,blaSRT-1_1_AB008454
flex_1981,resfindernewid_440,blaOXA-290_1_APOK01000044
flex_1982,resfindernewid_441,blaOXA-293_1_NG_050610
flex_1983,resfindernewid_442,blaL_1_NG050597
flex_1984,resfindernewid_443,blaL_2_NG050596
flex_1985,resfindernewid_444,blaVHW-1_1_AF217648
flex_1986,resfindernewid_445,blaVHH-1_1_NG050334
flex_1987,resfindernewid_446,blaTER-2_1_FJ263090
flex_1988,resfindernewid_447,blaTER-1_1_FJ263091
flex_1989,resfindernewid_2452,erm(34)_1_AY234334
flex_1990,resfindernewid_2563,mph(J)_1_KY753883
flex_1991,resfindernewid_2564,mdf(A)_1_Y08743
flex_1992,resfindernewid_598,blaCTX-M-14b_1_DQ359215
flex_1993,resfindernewid_599,blaCTX-M-16_1_AY029068
flex_1994,resfindernewid_596,blaCTX-M-13_2_AF252623
flex_1995,resfindernewid_597,blaCTX-M-14_1_AF252622
flex_1996,resfindernewid_594,blaCTX-M-10_1_AY598759
flex_1997,resfindernewid_595,blaCTX-M-12_1_DQ821704
flex_1998,resfindernewid_592,blaCTX-M-8_1_AF189721
flex_1999,resfindernewid_593,blaCTX-M-9_1_AF174129
flex_2000,resfindernewid_590,blaCTX-M-4_1_Y14156
flex_2001,resfindernewid_591,blaCTX-M-6_1_AJ005044
flex_2002,resfindernewid_2278,mcr-3.7_1_MF598077
flex_2003,resfindernewid_2279,mcr-3.8_1_MF598078
flex_2004,resfindernewid_2270,mcr-2.1_1_LT598652
flex_2005,resfindernewid_2271,mcr-2.2_1_MF176239
flex_2006,resfindernewid_2272,mcr-3.1_1_KY924928
flex_2007,resfindernewid_2273,mcr-3.2_1_NMWW01000143
flex_2008,resfindernewid_2274,mcr-3.3_1_MF495680
flex_2009,resfindernewid_2275,mcr-3.4_1_FLXA01000011
flex_2010,resfindernewid_2276,mcr-3.5_1_MF489760
flex_2011,resfindernewid_2277,mcr-3.6_1_MF598076
flex_2012,resfindernewid_3071,dfrA17_2_JN645879
flex_2013,resfindernewid_431,blaNDM-11_1_KP265939
flex_2014,resfindernewid_918,blaOXA-70_1_AY750912
flex_2015,resfindernewid_919,blaOXA-71_1_AY750913
flex_2016,resfindernewid_3075,dfrA17_6_AF180469
flex_2017,resfindernewid_3074,dfrA17_5_GU358475
flex_2018,resfindernewid_2078,blaCMY-107_1_GQ162215
flex_2019,resfindernewid_430,blaNDM-18_1_KY503030
flex_2020,resfindernewid_912,blaOXA-64_1_AY750907
flex_2021,resfindernewid_913,blaOXA-65_1_AY750908
flex_2022,resfindernewid_910,blaOXA-62_1_AY423074
flex_2023,resfindernewid_911,blaOXA-63_1_AY619003
flex_2024,resfindernewid_916,blaOXA-68_1_AY750910
flex_2025,resfindernewid_433,blaNDM-15_1_KP735848
flex_2026,resfindernewid_914,blaOXA-66_1_AY750909
flex_2027,resfindernewid_915,blaOXA-67_1_DQ491200
flex_2028,resfindernewid_2674,qnrB16_1_EU136183
flex_2029,resfindernewid_2675,qnrB17_1_JN173051
flex_2030,resfindernewid_2676,qnrB17_2_AM919398
flex_2031,resfindernewid_432,blaNDM-14_1_KM210086
flex_2032,resfindernewid_2670,qnrB12_2_AM774474
flex_2033,resfindernewid_2671,qnrB13_1_EU273755
flex_2034,resfindernewid_2672,qnrB14_1_EU273757
flex_2035,resfindernewid_2673,qnrB15_1_EU302865
flex_2036,resfindernewid_435,blaCMH-3_1_KX192165
flex_2037,resfindernewid_2567,cmr_1_U43535
flex_2038,resfindernewid_2678,qnrB19_1_EU432277
flex_2039,resfindernewid_2679,qnrB20_1_AB379831
flex_2040,resfindernewid_434,blaNDM-16_1_KP862821
flex_2041,resfindernewid_620,blaCTX-M-43_1_DQ102702
flex_2042,resfindernewid_621,blaCTX-M-44_1_D37830
flex_2043,resfindernewid_622,blaCTX-M-46_1_AY847147
flex_2044,resfindernewid_623,blaCTX-M-47_1_AY847143
flex_2045,resfindernewid_624,blaCTX-M-48_1_AY847144
flex_2046,resfindernewid_625,blaCTX-M-49_1_AY847145
flex_2047,resfindernewid_626,blaCTX-M-50_1_AY847146
flex_2048,resfindernewid_627,blaCTX-M-51_1_DQ211987
flex_2049,resfindernewid_628,blaCTX-M-53_1_DQ268764
flex_2050,resfindernewid_629,blaCTX-M-54_1_DQ303459
flex_2051,resfindernewid_436,blaSGM-7_1_NG050614
flex_2052,resfindernewid_3067,dfrB4_2_EU339233
flex_2053,resfindernewid_2418,erm(C)_12_Y09003
flex_2054,resfindernewid_2419,erm(C)_13_M13761
flex_2055,resfindernewid_828,blaOKP-A-8_1_AM051147
flex_2056,resfindernewid_829,blaOKP-A-9_1_AM051148
flex_2057,resfindernewid_826,blaOKP-A-6_1_AM051144
flex_2058,resfindernewid_827,blaOKP-A-7_1_AM051145
flex_2059,resfindernewid_824,blaOKP-A-4_1_AM051142
flex_2060,resfindernewid_825,blaOKP-A-5_1_AM051143
flex_2061,resfindernewid_822,blaOKP-A-2_1_AM051139
flex_2062,resfindernewid_823,blaOKP-A-3_1_AM051140
flex_2063,resfindernewid_820,blaOCH-8_1_DQ489307
flex_2064,resfindernewid_821,blaOKP-A-1_1_AM051138
flex_2065,resfindernewid_76,aph(3')-Va_2_AB211959
flex_2066,resfindernewid_77,aph(3')-Vb_2_AJ744850
flex_2067,resfindernewid_74,aph(3')-IIIa_2_AJ490186
flex_2068,resfindernewid_75,aph(3')-IIIa_3_AB247327
flex_2069,resfindernewid_72,aph(3')-XV_3_EU165039
flex_2070,resfindernewid_73,aph(3')-IIIa_1_AF330699
flex_2071,resfindernewid_70,aph(3')-VI_1_KC170992
flex_2072,resfindernewid_71,aph(3')-XV_2_GQ626879
flex_2073,resfindernewid_78,aph(3')-IIa_2_V00618
flex_2074,resfindernewid_79,aph(3')-IIb_2_CP006832
flex_2075,resfindernewid_134,aac(6')-Ip_1_Z54241
flex_2076,resfindernewid_135,aac(6')-Im_1_AF337947
flex_2077,resfindernewid_136,aac(6')-Iq_1_AF047556
flex_2078,resfindernewid_137,aac(6')-Ir_1_AF031326
flex_2079,resfindernewid_130,aac(6')-Ig_1_L09246
flex_2080,resfindernewid_131,aac(6')-Ih_1_L29044
flex_2081,resfindernewid_132,aac(6')-Ij_1_L29045
flex_2082,resfindernewid_133,aac(6')-Ik_1_L29510
flex_2083,resfindernewid_138,aac(6')-Is_1_AF031327
flex_2084,resfindernewid_139,aac(6')-It_1_AF031328
flex_2085,resfindernewid_964,blaOXA-114b_1_HM056040
flex_2086,resfindernewid_2300,mcr-4.6_1_MH423812
flex_2087,resfindernewid_2301,mcr-4.4_1_MG822665
flex_2088,resfindernewid_2302,mcr-4.5_1_MG822664
flex_2089,resfindernewid_2303,mcr-5.1_1_KY807921
flex_2090,resfindernewid_2304,mcr-5.2_1_MG384740
flex_2091,resfindernewid_2305,mcr-6.1_1_MF176240
flex_2092,resfindernewid_2306,mcr-7.1_1_MG267386
flex_2093,resfindernewid_2307,mcr-8_1_MG736312
flex_2094,resfindernewid_2308,mcr-9_1_NZ_NAAN01000063.1
flex_2095,resfindernewid_2309,fosB1_1_CP001903
flex_2096,resfindernewid_2632,floR_2_AF118107
flex_2097,resfindernewid_1514,cfxA2_1_AF504914
flex_2098,resfindernewid_1515,cfxA3_1_AF472622
flex_2099,resfindernewid_1516,cfxA4_1_AY769933
flex_2100,resfindernewid_1517,cfxA5_1_AY769934
flex_2101,resfindernewid_1510,cfiA10_1_AB087227
flex_2102,resfindernewid_1511,cfiA13_1_FM200787
flex_2103,resfindernewid_1512,cfiA14_1_FM200789
flex_2104,resfindernewid_1513,cfxA_1_U38243
flex_2105,resfindernewid_1518,cfxA6_1_GQ342996
flex_2106,resfindernewid_1519,cphA1_2_AY261377
flex_2107,resfindernewid_2159,blaTEM-225_1_KY432403
flex_2108,resfindernewid_2442,erm(V)_1_U59450
flex_2109,resfindernewid_1737,blaOXA-271_1_APQO01000006
flex_2110,resfindernewid_2091,blaCMY-85_1_KJ207202
flex_2111,resfindernewid_2092,blaCMY-82_1_KJ207203
flex_2112,resfindernewid_2093,blaCMY-59_1_NG_048854
flex_2113,resfindernewid_2094,blaCMY-50_1_FN645444
flex_2114,resfindernewid_2095,blaCMY-43_1_FJ360626
flex_2115,resfindernewid_2096,blaCMY-39_1_AB372224
flex_2116,resfindernewid_2097,blaCMY-31_1_EF622224
flex_2117,resfindernewid_2098,blaCMY-30_1_LMYO01000054
flex_2118,resfindernewid_2099,blaCMY-16_1_AJ781421
flex_2119,resfindernewid_2257,mcr-1.2_1_KX236309
flex_2120,resfindernewid_1208,blaSHV-79_1_AM176554
flex_2121,resfindernewid_1209,blaSHV-80_1_AM176555
flex_2122,resfindernewid_1200,blaSHV-70_1_DQ013287
flex_2123,resfindernewid_1201,blaSHV-72_1_AM176547
flex_2124,resfindernewid_1202,blaSHV-73_1_AM176548
flex_2125,resfindernewid_1203,blaSHV-74_1_AM176549
flex_2126,resfindernewid_1204,blaSHV-75_1_AM176550
flex_2127,resfindernewid_961,blaOXA-114d_1_HM104633
flex_2128,resfindernewid_1206,blaSHV-77_1_EF373975
flex_2129,resfindernewid_1207,blaSHV-78_1_AM176553
flex_2130,resfindernewid_2623,cat(pC233)_1_AY355285
flex_2131,resfindernewid_2622,cat(pC221)_1_X02529
flex_2132,resfindernewid_2258,mcr-1.3_1_KU934208
flex_2133,resfindernewid_1684,mecA_7_HE861945
flex_2134,resfindernewid_1685,mecA1_4_AB547236
flex_2135,resfindernewid_1686,mecA_8_NC_007168
flex_2136,resfindernewid_1687,mecA1_5_AB547234
flex_2137,resfindernewid_1680,mecA2_2_AB546780
flex_2138,resfindernewid_1681,mecA1_3_Y13094
flex_2139,resfindernewid_1682,mecB_1_NC_011996
flex_2140,resfindernewid_1683,mecA_6_BX571856
flex_2141,resfindernewid_2627,cmlA1_1_M64556
flex_2142,resfindernewid_960,blaOXA-114e_1_HM104634
flex_2143,resfindernewid_1688,mecA_9_AB505630
flex_2144,resfindernewid_1689,mecC_2_FR823292
flex_2145,resfindernewid_2626,catP_1_U15027
flex_2146,resfindernewid_2625,catS_1_X74948
flex_2147,resfindernewid_2624,cat(pC194)_1_NC_002013
flex_2148,resfindernewid_2716,qnrB57_1_JX259318
flex_2149,resfindernewid_486,blaACC-2_1_AF180952
flex_2150,resfindernewid_487,blaACC-3_1_AF180958
flex_2151,resfindernewid_2713,qnrB54_1_HE820727
flex_2152,resfindernewid_2712,qnrB53_1_HQ704413
flex_2153,resfindernewid_2633,fexA_1_AJ549214
flex_2154,resfindernewid_2658,qnrB2_1_DQ351242
flex_2155,resfindernewid_146,aac(6')-Iaf_1_AB462903
flex_2156,resfindernewid_2656,qnrA8_1_KY554783
flex_2157,resfindernewid_1338,blaTEM-102_1_AY040093
flex_2158,resfindernewid_1339,blaTEM-104_1_AF516719
flex_2159,resfindernewid_2657,qnrB1_1_DQ351241
flex_2160,resfindernewid_1334,blaTEM-97_1_AF397067
flex_2161,resfindernewid_1335,blaTEM-98_1_AF397068
flex_2162,resfindernewid_1336,blaTEM-99_1_AF397066
flex_2163,resfindernewid_1337,blaTEM-101_1_AF495873
flex_2164,resfindernewid_1330,blaTEM-93_1_AJ318093
flex_2165,resfindernewid_1331,blaTEM-94_1_AJ318094
flex_2166,resfindernewid_1332,blaTEM-95_1_AJ308558
flex_2167,resfindernewid_1333,blaTEM-96_1_AY092401
flex_2168,resfindernewid_2655,qnrA7_1_GQ463707
flex_2169,resfindernewid_488,blaACC-4_1_GU256641
flex_2170,resfindernewid_489,blaACT-1_1_U58495
flex_2171,resfindernewid_2650,qnrA2_1_AY675584
flex_2172,resfindernewid_2651,qnrA3_1_DQ058661
flex_2173,resfindernewid_1896,blaIMP-56_1_KU315553
flex_2174,resfindernewid_1020,blaOXA-181_1_CM004561
flex_2175,resfindernewid_1021,blaOXA-182_1_HM640278
flex_2176,resfindernewid_1022,blaOXA-183_1_HQ111474
flex_2177,resfindernewid_1023,blaOXA-192_1_JF273470
flex_2178,resfindernewid_1024,blaOXA-194_1_HQ425492
flex_2179,resfindernewid_1025,blaOXA-195_1_HQ425493
flex_2180,resfindernewid_1026,blaOXA-196_1_HQ425494
flex_2181,resfindernewid_1027,blaOXA-197_1_HQ425495
flex_2182,resfindernewid_1028,blaOXA-198_1_HQ634775
flex_2183,resfindernewid_1029,blaOXA-199_1_JN704570
flex_2184,resfindernewid_1667,blaOXA-153_1_KP771981
flex_2185,resfindernewid_1665,blaOXA-155_1_KP771983
flex_2186,resfindernewid_979,blaOXA-129_1_FJWZ01000025
flex_2187,resfindernewid_2634,fexA_2_AM408573
flex_2188,resfindernewid_459,blaPLA-6A_1_DQ251478
flex_2189,resfindernewid_458,blaSCO-1_1_EF063111
flex_2190,resfindernewid_457,blaSGM-1_1_AAQG01000013
flex_2191,resfindernewid_456,blaSGM-2_1_AP010803
flex_2192,resfindernewid_455,blaSGM-4_1_CP002798
flex_2193,resfindernewid_454,blaSGM-5_1_NG049987
flex_2194,resfindernewid_453,blaSGM-6_1_NG049988
flex_2195,resfindernewid_452,blaSPG-1_1_KP109680
flex_2196,resfindernewid_451,blaSPU-1_1_GQ919044
flex_2197,resfindernewid_450,blaSRT-2_1_AY524276
flex_2198,resfindernewid_2414,erm(C)_2_M19652
flex_2199,resfindernewid_3004,dfrA14_2_Z50805
flex_2200,resfindernewid_3005,dfrA16_1_AF077008
flex_2201,resfindernewid_2933,tet(Q)_4_Z21523
flex_2202,resfindernewid_2932,tet(Q)_3_U73497
flex_2203,resfindernewid_2931,tet(Q)_2_X58717
flex_2204,resfindernewid_2930,tet(Q)_1_L33696
flex_2205,resfindernewid_2937,tet(Z)_1_AF121000
flex_2206,resfindernewid_2936,tetA(P)_3_AB001076
flex_2207,resfindernewid_2935,tetA(P)_2_L20800
flex_2208,resfindernewid_2934,tetA(P)_1_AB054980
flex_2209,resfindernewid_2939,tet(Y)_2_AB089606
flex_2210,resfindernewid_2938,tet(Y)_1_EF495198
flex_2211,resfindernewid_2537,erm(B)_26_AF080450
flex_2212,resfindernewid_2536,erm(47)_1_KU612222
flex_2213,resfindernewid_2535,mef(C)_1_AB571865
flex_2214,resfindernewid_2534,erm(43)_1_HE650138
flex_2215,resfindernewid_2533,lnu(P)_1_FJ589781
flex_2216,resfindernewid_2532,erm(B)_22_X52632
flex_2217,resfindernewid_2531,erm(46)_1_KM679362
flex_2218,resfindernewid_2530,mph(F)_1_AM260957
flex_2219,resfindernewid_2436,erm(Q)_1_L22689
flex_2220,resfindernewid_589,blaCTX-M-1_1_DQ915955
flex_2221,resfindernewid_588,blaCMY-110_1_AB872957
flex_2222,resfindernewid_2437,erm(S)_1_M19269
flex_2223,resfindernewid_585,blaCMY-98_1_KC603538
flex_2224,resfindernewid_584,blaCMY-95_1_JX514369
flex_2225,resfindernewid_587,blaCMY-104_1_KF150216
flex_2226,resfindernewid_586,blaCMY-99_1_KF305673
flex_2227,resfindernewid_581,blaCMY-84_1_JQ733579
flex_2228,resfindernewid_580,blaCMY-83_1_JX440351
flex_2229,resfindernewid_583,blaCMY-94_1_JX514368
flex_2230,resfindernewid_582,blaCMY-87_1_AB699171
flex_2231,resfindernewid_2435,erm(O)_2_AJ223970
flex_2232,resfindernewid_804,blaMIR-6_1_JQ664733
flex_2233,resfindernewid_59,ant(2'')-Ia_10_HM367617
flex_2234,resfindernewid_2249,blaCARB-48_1_NG050604
flex_2235,resfindernewid_2248,blaCARB-47_1_NG050564
flex_2236,resfindernewid_2799,sul1_29_AJ746361
flex_2237,resfindernewid_2798,sul1_28_JN790946
flex_2238,resfindernewid_2245,blaCARB-44_1_JTGS01000066
flex_2239,resfindernewid_2244,blaCARB-43_1_NG_048746
flex_2240,resfindernewid_2247,blaCARB-46_1_NG_048749
flex_2241,resfindernewid_2246,blaCARB-45_1_JTGR01000061
flex_2242,resfindernewid_1723,blaOXA-304_1_APSC01000007
flex_2243,resfindernewid_2240,blaCARB-38_1_BK008898
flex_2244,resfindernewid_2243,blaCARB-42_1_NG_048745
flex_2245,resfindernewid_2242,blaCARB-41_1_BK008890
flex_2246,resfindernewid_909,blaOXA-61_1_AY587956
flex_2247,resfindernewid_908,blaOXA-60_1_AF525303
flex_2248,resfindernewid_3064,dfrA7_5_AJ419170
flex_2249,resfindernewid_3065,dfrB1_2_AM993098
flex_2250,resfindernewid_3062,dfrA7_3_EU339235
flex_2251,resfindernewid_3063,dfrA7_4_FN563072
flex_2252,resfindernewid_3060,dfrA7_1_AB161450
flex_2253,resfindernewid_809,blaMOX-3_1_EU515248
flex_2254,resfindernewid_901,blaOXA-53_1_AY289608
flex_2255,resfindernewid_900,blaOXA-51_1_DQ385606
flex_2256,resfindernewid_903,blaOXA-55_1_AY343493
flex_2257,resfindernewid_902,blaOXA-54_1_AY500137
flex_2258,resfindernewid_905,blaOXA-57_1_AJ631966
flex_2259,resfindernewid_904,blaOXA-56_1_AY445080
flex_2260,resfindernewid_907,blaOXA-59_1_AJ632249
flex_2261,resfindernewid_906,blaOXA-58_1_AY665723
flex_2262,resfindernewid_2649,qnrA1_1_AY070235
flex_2263,resfindernewid_2648,EstDL136_1_JN242251
flex_2264,resfindernewid_2641,cmx_1_U85507
flex_2265,resfindernewid_2640,cmrA_1_Z12001
flex_2266,resfindernewid_1722,blaOXA-301_1_APQG01000050
flex_2267,resfindernewid_2642,cfr(B)_1_KM359439
flex_2268,resfindernewid_2645,cfr(C)_2_CANB01000378
flex_2269,resfindernewid_2644,cfr(C)_1_KX686749
flex_2270,resfindernewid_2647,fexB_1_JN201336
flex_2271,resfindernewid_2646,cmlB1_1_AM296481
flex_2272,resfindernewid_637,blaCTX-M-66_1_EF576988
flex_2273,resfindernewid_636,blaCTX-M-64_1_AB284167
flex_2274,resfindernewid_635,blaCTX-M-63_1_EU660216
flex_2275,resfindernewid_634,blaCTX-M-62_1_EF219134
flex_2276,resfindernewid_633,blaCTX-M-61_1_EF219142
flex_2277,resfindernewid_632,blaCTX-M-60_1_AM411407
flex_2278,resfindernewid_631,blaCTX-M-58_1_EF210159
flex_2279,resfindernewid_630,blaCTX-M-56_1_EF374097
flex_2280,resfindernewid_2439,erm(T)_2_AY894138
flex_2281,resfindernewid_639,blaCTX-M-68_1_EU177100
flex_2282,resfindernewid_638,blaCTX-M-67_1_EF581888
flex_2283,resfindernewid_839,blaOKP-B-3_1_AM051152
flex_2284,resfindernewid_838,blaOKP-B-2_1_AM051151
flex_2285,resfindernewid_835,blaOKP-A-15_1_FJ755841
flex_2286,resfindernewid_834,blaOKP-A-14_1_FJ534512
flex_2287,resfindernewid_837,blaOKP-B-1_1_AM051150
flex_2288,resfindernewid_836,blaOKP-A-16_1_FJ755840
flex_2289,resfindernewid_831,blaOKP-A-11_1_AM850915
flex_2290,resfindernewid_830,blaOKP-A-10_1_AM051149
flex_2291,resfindernewid_833,blaOKP-A-13_1_FJ534513
flex_2292,resfindernewid_832,blaOKP-A-12_1_AM850915
flex_2293,resfindernewid_2002,blaCTX-M-210_1_MH067960
flex_2294,resfindernewid_2420,erm(C)_14_M12730
flex_2295,resfindernewid_49,aph(3'')-Ib_4_AF313472
flex_2296,resfindernewid_48,aph(3'')-Ib_3_AF321550
flex_2297,resfindernewid_2425,erm(D)_3_M77505
flex_2298,resfindernewid_2424,erm(D)_2_L08389
flex_2299,resfindernewid_2427,erm(E)_2_M11200
flex_2300,resfindernewid_2426,erm(E)_1_X51891
flex_2301,resfindernewid_43,aph(6)-Id_4_CP000971
flex_2302,resfindernewid_42,aph(6)-Id_3_AB109805
flex_2303,resfindernewid_41,aph(6)-Id_1_M28829
flex_2304,resfindernewid_40,aph(6)-Ia_2_Y00459
flex_2305,resfindernewid_47,aph(3'')-Ib_1_M28829
flex_2306,resfindernewid_46,aph(3'')-Ia_3_M37378
flex_2307,resfindernewid_45,aph(3'')-Ia_2_AP009493
flex_2308,resfindernewid_44,aph(6)-Id_5_18676889
flex_2309,resfindernewid_129,aac(6')-If_1_X55353
flex_2310,resfindernewid_128,aac(6')-Ic_1_M94066
flex_2311,resfindernewid_123,aac(3)-VIIIa_1_M55426
flex_2312,resfindernewid_122,aac(3)-VIIa_1_M22999
flex_2313,resfindernewid_121,aac(3)-VIa_1_M88012
flex_2314,resfindernewid_120,aac(3)-IVa_1_X01385
flex_2315,resfindernewid_127,aac(6')-Ib_1_M21682
flex_2316,resfindernewid_126,aac(6')-Ia_1_M18967
flex_2317,resfindernewid_125,aac(3)-Xa_1_AB028210
flex_2318,resfindernewid_124,aac(3)-IXa_1_M55427
flex_2319,resfindernewid_2584,nimJ_1_NZ_JH815495
flex_2320,resfindernewid_2335,fosA_4_ACWU01000146
flex_2321,resfindernewid_2334,fosA_3_ACWO01000079
flex_2322,resfindernewid_2337,fomB_1_AB016934
